REC: 53804	26.0	1385.0	-1359.0	705.0	
REC: 53907	26.0	1385.0	-1359.0	705.0	
REC: 54020	26.0	1385.0	-1359.0	705.0	
REC: 54120	26.0	1385.0	-1359.0	705.0	
REC: 54208	26.0	1385.0	-1359.0	705.0	
REC: 54302	26.0	1385.0	-1359.0	705.0	
REC: 54392	26.0	1385.0	-1359.0	705.0	
REC: 54482	26.0	1385.0	-1359.0	705.0	
REC: 54571	26.0	1385.0	-1359.0	705.0	
REC: 54683	26.0	1385.0	-1359.0	705.0	
REC: 54806	26.0	1385.0	-1359.0	705.0	
REC: 54900	26.0	1385.0	-1359.0	705.0	
REC: 54994	26.0	1385.0	-1359.0	705.0	
REC: 55083	26.0	1385.0	-1359.0	705.0	
REC: 55175	26.0	1385.0	-1359.0	705.0	
REC: 55268	26.0	1385.0	-1359.0	705.0	
REC: 55357	26.0	1385.0	-1359.0	705.0	
REC: 55452	135.0	35.0	100.0	85.0	
REC: 55544	118.0	89.0	29.0	103.0	
REC: 55634	7.0	375.0	-368.0	191.0	
REC: 55733	7.0	375.0	-368.0	191.0	
REC: 55824	7.0	375.0	-368.0	191.0	
REC: 55916	236.0	1047.0	-811.0	641.0	
REC: 56015	481.0	1569.0	-1088.0	1025.0	
REC: 56111	274.0	1453.0	-1179.0	863.0	
REC: 56203	26.0	1158.0	-1132.0	592.0	
REC: 56301	481.0	761.0	-280.0	621.0	
REC: 56399	802.0	1193.0	-391.0	997.0	
REC: 56500	802.0	1193.0	-391.0	997.0	
REC: 56601	827.0	1431.0	-604.0	1129.0	
REC: 56698	635.0	2003.0	-1368.0	1319.0	
REC: 56834	403.0	1900.0	-1497.0	1151.0	
REC: 56938	899.0	2036.0	-1137.0	1467.0	
REC: 57035	541.0	2300.0	-1759.0	1420.0	
REC: 57129	688.0	1976.0	-1288.0	1332.0	
REC: 57223	832.0	2366.0	-1534.0	1599.0	
REC: 57334	633.0	1789.0	-1156.0	1211.0	
REC: 57438	1081.0	1703.0	-622.0	1392.0	
REC: 57537	1376.0	1866.0	-490.0	1621.0	
REC: 57650	1341.0	1325.0	16.0	1333.0	
REC: 57762	1276.0	1208.0	68.0	1242.0	
REC: 57872	1141.0	1172.0	-31.0	1156.0	
REC: 57969	1093.0	1102.0	-9.0	1097.0	
REC: 58068	798.0	808.0	-10.0	803.0	
REC: 58165	647.0	609.0	38.0	628.0	
REC: 58257	560.0	472.0	88.0	516.0	
REC: 58354	518.0	427.0	91.0	472.0	
REC: 58452	286.0	319.0	-33.0	302.0	
REC: 58547	249.0	304.0	-55.0	276.0	
REC: 58640	324.0	289.0	35.0	306.0	
REC: 58735	362.0	287.0	75.0	324.0	
REC: 58835	377.0	265.0	112.0	321.0	
REC: 58934	387.0	261.0	126.0	324.0	
REC: 59029	387.0	261.0	126.0	324.0	
REC: 59125	335.0	234.0	101.0	284.0	
REC: 59217	209.0	209.0	0.0	209.0	
REC: 59316	166.0	203.0	-37.0	184.0	
REC: 59413	226.0	245.0	-19.0	235.0	
REC: 59507	280.0	262.0	18.0	271.0	
REC: 59599	157.0	158.0	-1.0	157.0	
REC: 59699	386.0	201.0	185.0	293.0	
REC: 59796	732.0	360.0	372.0	546.0	
REC: 59890	815.0	410.0	405.0	612.0	
REC: 59986	390.0	405.0	-15.0	397.0	
REC: 60085	369.0	325.0	44.0	347.0	
REC: 60180	723.0	402.0	321.0	562.0	
REC: 60278	361.0	403.0	-42.0	382.0	
REC: 60370	592.0	311.0	281.0	451.0	
REC: 60464	786.0	445.0	341.0	615.0	
REC: 60566	441.0	512.0	-71.0	476.0	
REC: 60664	183.0	354.0	-171.0	268.0	
REC: 60758	376.0	223.0	153.0	299.0	
REC: 60851	232.0	255.0	-23.0	243.0	
REC: 60948	211.0	223.0	-12.0	217.0	
REC: 61050	745.0	326.0	419.0	535.0	
REC: 61147	884.0	416.0	468.0	650.0	
REC: 61243	933.0	659.0	274.0	796.0	
REC: 61336	1127.0	822.0	305.0	974.0	
REC: 61431	875.0	1380.0	-505.0	1127.0	
REC: 61531	504.0	1393.0	-889.0	948.0	
REC: 61629	517.0	1700.0	-1183.0	1108.0	
REC: 61726	745.0	2522.0	-1777.0	1633.0	
REC: 61820	736.0	2368.0	-1632.0	1552.0	
REC: 61914	759.0	1262.0	-503.0	1010.0	
REC: 62014	925.0	1319.0	-394.0	1122.0	
REC: 62117	492.0	1546.0	-1054.0	1019.0	
REC: 62210	391.0	959.0	-568.0	675.0	
REC: 62304	857.0	1119.0	-262.0	988.0	
REC: 62399	570.0	1520.0	-950.0	1045.0	
REC: 62501	543.0	812.0	-269.0	677.0	
REC: 62594	786.0	1348.0	-562.0	1067.0	
REC: 62693	386.0	1084.0	-698.0	735.0	
REC: 62789	605.0	863.0	-258.0	734.0	
REC: 62883	457.0	1481.0	-1024.0	969.0	
REC: 62980	339.0	1360.0	-1021.0	849.0	
REC: 63080	650.0	1920.0	-1270.0	1285.0	
REC: 63178	306.0	2486.0	-2180.0	1396.0	
REC: 63276	321.0	2573.0	-2252.0	1447.0	
REC: 63370	296.0	2592.0	-2296.0	1444.0	
REC: 63465	136.0	2756.0	-2620.0	1446.0	
REC: 63567	134.0	2758.0	-2624.0	1446.0	
