REC: 10234	532.0	650.0	-118.0	591.0	
REC: 10287	532.0	650.0	-118.0	591.0	
REC: 10334	531.0	650.0	-119.0	590.0	
REC: 10375	530.0	650.0	-120.0	590.0	
REC: 10412	530.0	650.0	-120.0	590.0	
REC: 10450	526.0	645.0	-119.0	585.0	
REC: 10487	520.0	638.0	-118.0	579.0	
REC: 10526	513.0	631.0	-118.0	572.0	
REC: 10563	507.0	622.0	-115.0	564.0	
REC: 10600	493.0	609.0	-116.0	551.0	
REC: 10637	461.0	578.0	-117.0	519.0	
REC: 10681	436.0	558.0	-122.0	497.0	
REC: 10721	407.0	532.0	-125.0	469.0	
REC: 10758	382.0	516.0	-134.0	449.0	
REC: 10796	371.0	511.0	-140.0	441.0	
REC: 10837	359.0	511.0	-152.0	435.0	
REC: 10878	347.0	511.0	-164.0	429.0	
REC: 10922	334.0	515.0	-181.0	424.0	
REC: 10961	309.0	524.0	-215.0	416.0	
REC: 10998	279.0	537.0	-258.0	408.0	
REC: 11036	244.0	556.0	-312.0	400.0	
REC: 11073	221.0	575.0	-354.0	398.0	
REC: 11110	206.0	598.0	-392.0	402.0	
REC: 11146	205.0	600.0	-395.0	402.0	
REC: 11184	205.0	600.0	-395.0	402.0	
REC: 11220	205.0	600.0	-395.0	402.0	
REC: 11257	204.0	600.0	-396.0	402.0	
REC: 11300	204.0	600.0	-396.0	402.0	
REC: 11339	204.0	600.0	-396.0	402.0	
REC: 11376	209.0	600.0	-391.0	404.0	
REC: 11413	249.0	617.0	-368.0	433.0	
REC: 11451	268.0	663.0	-395.0	465.0	
REC: 11487	308.0	882.0	-574.0	595.0	
REC: 11524	297.0	1019.0	-722.0	658.0	
REC: 11562	268.0	1046.0	-778.0	657.0	
REC: 11600	181.0	993.0	-812.0	587.0	
REC: 11638	96.0	735.0	-639.0	415.0	
REC: 11675	110.0	562.0	-452.0	336.0	
REC: 11713	235.0	302.0	-67.0	268.0	
REC: 11752	370.0	242.0	128.0	306.0	
REC: 11791	481.0	304.0	177.0	392.0	
REC: 11827	565.0	491.0	74.0	528.0	
REC: 11864	561.0	609.0	-48.0	585.0	
REC: 11903	512.0	683.0	-171.0	597.0	
REC: 11942	398.0	709.0	-311.0	553.0	
REC: 11981	315.0	638.0	-323.0	476.0	
REC: 12018	277.0	492.0	-215.0	384.0	
REC: 12059	307.0	305.0	2.0	306.0	
REC: 12102	451.0	233.0	218.0	342.0	
REC: 12140	586.0	293.0	293.0	439.0	
REC: 12178	680.0	548.0	132.0	614.0	
REC: 12217	636.0	756.0	-120.0	696.0	
REC: 12263	487.0	910.0	-423.0	698.0	
REC: 12302	322.0	818.0	-496.0	570.0	
REC: 12339	262.0	649.0	-387.0	455.0	
REC: 12383	310.0	421.0	-111.0	365.0	
REC: 12420	383.0	352.0	31.0	367.0	
REC: 12458	491.0	390.0	101.0	440.0	
REC: 12496	581.0	518.0	63.0	549.0	
REC: 12533	608.0	629.0	-21.0	618.0	
REC: 12571	547.0	759.0	-212.0	653.0	
